Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Amazing Spider-Man 2,2014,Marc Webb,"['Action', 'Adventure', 'Fantasy']",3,2.83,141,['USA'],English,['English'],1156141,138529,183263,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Colm Feore', 'Felicity Jones', 'Paul Giamatti', 'Sally Field', 'Embeth Davidtz', 'Campbell Scott', 'Marton Csokas', 'Louis Cancelmi', 'Max Charles', 'B.J. Novak', 'Sarah Gadon', 'Michael Massee', 'Jorge Vega', 'Bill Heck', 'Teddy Coluca', 'Helen Stern', 'Aidy Bryant', 'Cal McCrystal', 'Anslem Richardson', 'Mark Doherty', 'James Colby', 'Kari Coleman', 'Skyler Gisondo', 'Charlie DePew', 'Robert Newman', 'Adrian Martinez', 'Thaddeus Phillips', 'James McCauley', 'Rachael McOwen', 'David Shabtai', 'Greg Connolly', 'Timothy Adams', 'Tug Coker', 'Jabari Gray', 'Jamie Lynn Concepcion', 'Pat Kiernan', 'Jessica Abo', 'Clem Cheung', 'Dusan Hyska', 'Andrei Runtso', 'Brennan Taylor', 'Slate Holmgren', 'Drew Beasley', 'Matthew Tronieri', 'Dario Barosso', 'Salvatore Rossi', 'Peter KT Tzotchev', 'Paul Urcioli', 'David Shih', 'Daniel Gerroll', 'Brian McElhaney', 'Jonathan Braylock', 'Steven Hauck', 'J.D. Walsh', 'Stan Lee', 'Jessica Shea Alverson', 'Stefanie Barry', 'Chris Cooper', 'BJ Davis', 'Julia Davis', 'Frank Deal', 'Odette Warder Henderson', 'Denis Leary', 'Lynn Marocola', 'Josh Elliott Pickel', 'Jacob Rodier', 'Martin Sheen', 'Rick Bolander', 'Amyrh Harris']","['Marvel Entertainment', 'Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",https://letterboxd.com//film/the-amazing-spider-man-2/
The Menu,2022,Mark Mylod,"['Comedy', 'Thriller', 'Horror']",3.5,3.55,107,['USA'],English,"['English', 'Spanish']",1641819,187441,507561,"['Anya Taylor-Joy', 'Ralph Fiennes', 'Nicholas Hoult', 'Janet McTeer', 'Paul Adelstein', 'Rob Yang', 'Aimee Carrero', 'John Leguizamo', 'Arturo Castro', 'Reed Birney', 'Hong Chau', 'Judith Light', 'Mark St. Cyr', 'Rebecca Koon', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Mel Fair', 'Cristian Gonzalez', 'Matthew Cornwell', 'John Wilkins III', 'John Cola', 'Michael A. Dean', 'Marcus Aveons Duncan', 'Alexander Goldstein', 'Grant Henley', 'Brandon Herron', 'Elbert Kim', 'Melisa Lopez', 'A. Jae Michele', 'Jay Shadix', 'Rachel Trautmann', 'Victor Zheng']","['Hyperobject Industries', 'Searchlight Pictures', 'Gary Sanchez Productions', 'TSG Entertainment']",https://letterboxd.com//film/the-menu-2022/
The Banshees of Inisherin,2022,Martin McDonagh,"['Comedy', 'Drama']",4,4.1,114,"['Ireland', 'UK', 'USA']",English,['English'],860727,196431,316374,"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon', 'Barry Keoghan', 'Gary Lydon', 'Pat Shortt', 'Jon Kenny', 'Sheila Flitton', 'David Pearse', 'Bríd Ní Neachtain', 'Aaron Monaghan', 'Lasairfhíona Ní Chonaola', 'James Carty', 'Conor Connolly', 'Ryan Owens', 'John Carty', 'Oliver Farrelly']","['Searchlight Pictures', 'Blueprint Pictures', 'Film4 Productions', 'Metropolitan Films International', 'TSG Entertainment']",https://letterboxd.com//film/the-banshees-of-inisherin/
Nope,2022,Jordan Peele,"['Mystery', 'Science Fiction', 'Horror']",3.5,3.75,130,"['USA', 'Japan']",English,['English'],1374682,250543,496475,"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea', 'Michael Wincott', 'Steven Yeun', 'Wrenn Schmidt', 'Keith David', 'Devon Graye', 'Terry Notary', 'Barbie Ferreira', 'Donna Mills', 'Oz Perkins', 'Eddie Jemison', 'Jacob Kim', 'Sophia Coto', 'Jennifer Lafleur', 'Andrew Patrick Ralston', 'Lincoln Lambert', 'Pierce Kang', 'Roman Gross', 'Alex Hyde-White', 'Hetty Chang', 'Liza Treyger', 'Ryan W. Garcia', 'Courtney Stephens', 'Caden J. Lovgren', ""Malcolm Jae O'Shea"", 'Evan Shafran', 'Mark Casimir Dyniewicz Jr.']","['Monkeypaw Productions', 'Universal Pictures', 'dentsu']",https://letterboxd.com//film/nope/
Get Out,2017,Jordan Peele,"['Horror', 'Mystery', 'Thriller']",4,4.16,104,['USA'],English,['English'],2698024,319892,1199994,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Caleb Landry Jones', 'Stephen Root', 'Catherine Keener', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']","['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",https://letterboxd.com//film/get-out-2017/
Elvis,2022,Baz Luhrmann,"['Drama', 'Music']",4,3.36,159,"['Australia', 'USA']",English,['English'],762194,138141,187080,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Leon Ford', 'Gary Clark Jr.', 'Yola', 'Natasha Bassett', 'Xavier Samuel', 'Adam Dunn', 'Alton Mason', 'Shonka Dukureh', 'David Gannon', 'Shannon Sanders', 'Charles Grounds', 'Josh McConville', 'Kate Mulvany', 'Gareth Davies', 'Chaydon Jay', 'Christian Kisando', 'John Mukristayo', 'Miles Burton', 'Gad Banza', 'Aristene Kisando', 'Senayt Mebrahtu', 'Mariama Princess Andrews', 'Sharon Brooks', 'Nicholas Bell', 'Anthony Phelan', 'Sandro Colarelli', 'Cle Morgan', 'Charles Allen', 'Natalie Bassingthwaighte', 'Liz Blackett', 'Mike Bingaman', 'Christian McCarty', 'Tony Nixon', 'Andrea Moor', 'Mark Leonard Winter', 'Hugh Parker', 'Thomas Larkin', 'Hilton Hyppolite Denis', 'Christopher Sommers', 'Brad Leaver', 'Simon Mallory', 'Terepai Richmond', 'Alex Knight', 'Jordan A. Holland', 'Lenesha Randolph', 'Elizabeth Cullen', 'Angie Milliken', 'Luke Corrin Care', 'Jack McGirr', 'Miranda Frangou', 'Lakota Johnson', 'Ruby Gonzales-Judd', 'Greg Powell', 'Patrick Shearer', 'Sarah Ogden', 'Iain Gardiner', 'Melina Vidler', 'Traneshia Chiles', 'Lauren McClinton', 'Gary Hale', 'Kellee Halford', 'Angela Hill', 'Jamiah Hudson', 'Norris Jones', 'Stephen R. Ladson', 'Alfreda McCrary', 'Angela McCrary', 'Beverly Ann McCrary', ""Keb' Mo'"", 'Tamica Nicole', 'Marqo Patton', 'Robert Randolph', 'Calvin Settles II', 'Calvin V. Settles Sr.', 'Ira Wayne Settles Sr.', 'Odessa L. Settles', 'Sara Settles', 'Shirley M. Settles', 'Jacqueline Smith-Jefferson', 'Torshia Suggs', 'Cameron Keith Walls', 'Andrea Baker', 'Libe Barer', 'Doug Burch', 'Cathy Cavadini']","['Warner Bros. Pictures', 'Bazmark', 'The Jackal Group']",https://letterboxd.com//film/elvis-2022/
Fallen Angels,1995,Wong Kar-wai,"['Crime', 'Romance', 'Action']",4.5,4.2,98,['Hong Kong'],Cantonese,"['Cantonese', 'Chinese', 'English', 'Japanese']",376649,108658,165306,"['Leon Lai', 'Charlie Yeung', 'Takeshi Kaneshiro', 'Karen Mok Man-Wai', 'Michelle Reis', 'Chan Man-Lei', 'Toru Saito', 'Benz Kong To-Hoi', 'Chan Fai-hung', 'Kwan Lee-na', 'Wu Yuk-Ho', 'Johnnie Kong', 'Wong Kwan-Hong', 'Mak Shu-San', 'Ken Choi Kwok-Ping', 'Chan Siu-Wah', 'Kam Kong Chow', 'Leung Shing-Hung', 'Wong Kim-Wai', 'Wong Kim-Bun', 'Choi Kwok-Keung']",['Jet Tone Production'],https://letterboxd.com//film/fallen-angels/
Aftersun,2022,Charlotte Wells,['Drama'],4.5,4.24,102,"['Turkey', 'UK', 'USA']",English,"['English', 'Turkish']",675148,189781,297481,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Brooklyn Toulson', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']","['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI', 'AZ Celtic Films']",https://letterboxd.com//film/aftersun/
Top Gun: Maverick,2022,Joseph Kosinski,"['Action', 'Drama']",4,4.01,131,['USA'],English,['English'],1207670,214495,431691,"['Tom Cruise', 'Miles Teller', 'Jennifer Connelly', 'Jon Hamm', 'Glen Powell', 'Ed Harris', 'Val Kilmer', 'Lewis Pullman', 'Charles Parnell', 'Bashir Salahuddin', 'Monica Barbaro', 'Jay Ellis', 'Danny Ramirez', 'Jack Schumacher', 'Manny Jacinto', 'Kara Wang', 'Greg Tarzan Davis', 'Jake Picking', 'Raymond Lee', 'Jean Louisa Kelly', 'Lyliana Wray', 'Chelsea Harris', 'Darnell Kirkwood', 'Austin Bowerman', 'Stephanie Andrea Barron', 'Alec Williams', 'Rachel Winfree', 'Peter Mark Kendall', 'Ian Gary', 'Bob Stephenson', 'Landon Gordon', 'Margaret Strabala', 'Ryan Heilmann', 'Shantel Limbo', 'James Handy', 'Whylip Lee', 'Tristan Henry', 'Jason Robert Boles', 'Brian Ferguson', 'Chido Nwokocha', 'Chaz Ingram', 'Rachael Markarian', 'Shannon Kane', 'Norman Ralph Eliasen', 'Anthony Edwards', 'Meg Ryan', 'Kelly McGillis']","['Skydance', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",https://letterboxd.com//film/top-gun-maverick/
Doctor Strange,2016,Scott Derrickson,"['Action', 'Adventure', 'Fantasy']",3,3.43,115,['USA'],English,['English'],1867449,206650,453284,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Zara Phythian', 'Alaa Safi', 'Katrina Durden', 'Topo Wresniwiro', 'Umit Ulgen', 'Linda Louise Duan', 'Mark Anthony Brighton', 'Meera Syal', 'Amy Landecker', 'Adam Pelta-Pauls', 'Sarah Malin', 'Eben Young', 'Kobna Holdbrook-Smith', 'Elizabeth Healey', 'Guillaume Faure', 'Daniel Dow', 'Stan Lee', 'Ezra Faroque Khan', 'Kimberly Van Luin', 'Pat Kiernan', 'Raj Awasti', 'Jill Buchanan', 'Daniel Eghan', 'Juani Feliz', 'Mo Idriss', 'Tamika Katon-Donegal', 'Pezh Maan', 'Kei Miura', 'Cameron Moon', 'Emeson Nwolie', 'Clem So', 'Chris Hemsworth', 'Samantha Russell']",['Marvel Studios'],https://letterboxd.com//film/doctor-strange-2016/
Doctor Strange in the Multiverse of Madness,2022,Sam Raimi,"['Fantasy', 'Adventure', 'Action']",2,2.98,126,['USA'],English,"['English', 'Cantonese', 'Spanish']",1428117,238534,320083,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Benedict Wong', 'Xochitl Gomez', 'Jett Klyne', 'Julian Hilliard', 'Sheila Atim', 'Adam Hugill', 'Michael Stuhlbarg', 'Rachel McAdams', 'Hayley Atwell', 'Anson Mount', 'Lashana Lynch', 'John Krasinski', 'Patrick Stewart', 'Charlize Theron', 'Bruce Campbell', 'Ross Marquand', 'Andy Bale', 'Ako Mitchell', 'Momo Yeung', 'Daniel Swain', 'Topo Wresniwiro', 'Eden Nathenson', 'Vinny Moli', 'Charlie Norton', 'Aliyah Camacho', 'Ruth Livier', 'Chess Lopez', 'David K.S. Tse', 'Yasmin Chadwick', 'Anthony Knight', 'Nuakai Aru', 'Victoria Grove', 'Joshua Peace', 'Nina Jalava', 'Joshmaine Joseph', 'Yenifer Molina', 'Kevin Dalton', 'Orphee Sidibe', 'Gregory Fung', 'Cecilia Appiah', 'Victoria Sterling', 'Jordan Alexandra', 'Bobbie Little', 'Gabriella Cooper-Parsons', 'André Layne', 'Michael Waldron', 'Bridget Hoffman', 'Scott Spiegel', 'Jessica Pennington', 'Andrew Morgado', 'Audrey Wasilewski', 'Christian Rummel', 'Richie Palmer', 'Stephen Samson']","['Marvel Studios', 'Kevin Feige Productions']",https://letterboxd.com//film/doctor-strange-in-the-multiverse-of-madness/
The Witch,2015,Robert Eggers,"['Drama', 'Mystery', 'Horror']",3,3.84,92,"['Canada', 'USA']",English,['English'],1063928,224791,355112,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Bathsheba Garnett', 'Sarah Stephens', 'Julian Richings', 'Daniel Malik', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Vivien Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan', 'Paul Kenworthy', 'Mark Millmna', 'Andy Volpe', 'Phillip Wynne', 'Annawon Weeden', ""Michael O'Hare"", 'Chris Messier', 'Ron Young', 'Nora Messier', 'Bill Rudder', 'Grace Duffy', 'Sophie Bermudez', 'Corrine Manning', 'Heather Fisher', 'Jeff Smith']","['Very Special Projects', 'Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Pulse Films', 'Scythia Films', 'Code Red Productions', 'Mott Street Pictures']",https://letterboxd.com//film/the-witch-2015/
Muslum,2018,"Ketche, Can Ulkay","['Drama', 'Music']",3.5,3.19,136,['Turkey'],Turkish,['Turkish'],18500,682,870,"['Timuçin Esen', 'Zerrin Tekindor', 'Ayça Bingöl', 'Erkan Can', 'Taner Ölmez', 'Erkan Avcı', 'Şahin Kendirci', 'Turgut Tunçalp', 'Caner Kurtaran', 'Goncagül Sunar', 'Güven Kıraç', 'Erkan Kolçak Köstendil', 'Altan Erkekli', 'Alper Parlak', 'Lebip Gökhan', 'İlber Gürtunca', 'Pinar Erincin', 'Ahmet Ünal', 'Müslüm Gürses', 'Muhterem Nur', 'Mahmoud Kasalkheh', 'Şahin Vural', 'Mert Tümer']",['Dijital Sanatlar'],https://letterboxd.com//film/muslum/
The Batman,2022,Matt Reeves,"['Crime', 'Mystery', 'Thriller']",4.5,3.99,177,['USA'],English,['English'],2297760,350120,992679,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Charlie Carver', 'Max Carver', 'Barry Keoghan', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni', 'Hana Hrzic', 'Joseph Walker', 'Luke Roberts', 'Oscar Novak', 'Stella Stocker', 'Sandra Dickinson', 'Jack Bennett', 'Andre Nightingale', 'Richard James-Neale', 'Lorraine Tai', 'Joseph Balderrama', 'James Eeles', 'Dave Simon', 'Angela Yeoh', 'Leemore Marrett Jr.', 'Ezra Elliott', 'Itoya Osagiede', 'Stewart Alexander', 'Adam Rojko Vega', 'Heider Ali', 'Marcus Onilude', 'Elena Saurel', 'Ed Kear', 'Sid Sagar', 'Amanda Blake', 'Todd Boyce', 'Brandon Bassir', 'Will Austin', 'Chabris Napier-Lawrence', 'Douglas Russell', 'Phil Aizlewood', 'Mark Killeen', 'Philip Shaun McGuinness', 'Lorna Brown', 'Elliot Warren', 'Jay Lycurgo', 'Stefan Race', 'Elijah Baker', 'Craige Middleburg', 'Akie Kotabe', 'Spike Fearn', 'Urielle Klein-Mekongo', 'Bronson Webb', 'Madeleine Gray', 'Ste Johnston', 'Arthur Lee', 'Parry Glasspool', 'Jordan Coulson', 'Hadas Gold', 'Pat Battle', 'Bobby Cuza', 'Dean Meminger', 'Roma Torre', 'Mike Capozzola', 'Amanda Hurwitz', 'Joshua Eldridge-Smith', 'Daniel Rainford', 'Nathalie Armin', 'Jose Palma', 'Kazeem Tosin Amore', 'Rodrig Andrisan', 'Craig Douglas']","['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-batman/
The Dark Knight,2008,Christopher Nolan,"['Action', 'Drama', 'Thriller', 'Crime']",5,4.46,152,"['UK', 'USA']",English,"['English', 'Chinese']",2874845,407118,1281794,"['Christian Bale', 'Heath Ledger', 'Michael Caine', 'Gary Oldman', 'Aaron Eckhart', 'Maggie Gyllenhaal', 'Morgan Freeman', 'Nestor Carbonell', 'Monique Gabriela Curnen', 'Ron Dean', 'Chin Han', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall', 'Keith Szarabajka', 'Joshua Harto', 'Melinda McGraw', 'Nathan Gamble', 'Michael Jai White', 'Colin McFarlane', 'Nydia Rodriguez Terracina', 'Tommy Lister Jr.', 'William Fichtner', 'Cillian Murphy', 'Patrick Leahy', 'Matt Skiba', 'David Dastmalchian', 'Michael Vieau', 'Michael Stoyanov', 'William Smillie', 'Danny Goldring', ""Matthew O'Neill"", 'Olumiji Olawumi', 'Greg Beam', 'Erik Hellman', 'Beatrice Rosen', 'Vincenzo Nicoli', 'Edison Chen', 'Andy Luther', 'James Farruggio', 'Tom McElroy', 'Will Zahrn', 'James Fierro', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Charles Venn', 'Winston Ellis', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', 'Richard Dillane', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Philip Bulcock', 'Paul Birchard', 'Walter Lewis', 'Vincent Riotta', 'Nancy Crane', 'K. Todd Freeman', 'Matt Shallenberger', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter DeFaria', 'Matt Rippy', 'Andrew Bicknell', 'Ariyon Bakare', 'Doug Ballard', 'Helene Maksoud', 'Tommy Campbell', 'Craig Heaney', 'Lorna Gayle', 'Lisa McAllister', 'Peter Brooke', 'Joshua Rollins', 'Dale Rivera', 'Matthew Leitch', 'Thomas Gaitsch', 'William Armstrong', 'Adam Kalesperis', 'Tristan Tait', 'Bronson Webb', 'David Ajala', 'Gertrude Kyles', 'Jonathan Ryland', 'James Scales', 'Nigel Carrington', 'Ian Pirie', 'Lateef Lovejoy', 'Grahame Edwards', 'Roger Monk', 'Ronan Summers', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Jon Lee Brody', 'Debbi Burns', 'Maritza Cabrera', 'Shirin Caiola', 'Laura Chernicky', 'Henry Milton Chu', 'Kelli Clevenger', 'Richard Divizio', 'Tony Domino', 'David Fultz', 'Natalie Hallam', 'Jordon Hodges', 'Erron Jay', 'Nicky Katt', 'Thomas Kosik', 'Don Kress', 'Tim Krueger', 'Dan Latham', 'Tom McComas', 'James Mellor', 'Joseph Oliveira', 'Buster Reeves', 'Peter Rnic', 'Amit Shah', 'Michelle Shields', 'Sofiya Smirnova', 'Bruce Spielbauer', 'Robert Patrick Stern', 'Robert Stone', 'Richard Strobel', 'Tom Townsend', 'John Turk', 'John Warman', 'Chris Wilson', 'Kevin Zaideman', 'Rob Clark', 'Brandon Lambdin', 'Craig Braginsky', 'Mike Whyte']","['DC Comics', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-dark-knight/
The Dark Knight Rises,2012,Christopher Nolan,"['Thriller', 'Drama', 'Crime', 'Action']",4,3.72,165,['USA'],English,['English'],1676936,210230,443661,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy', 'Marion Cotillard', 'Joseph Gordon-Levitt', 'Morgan Freeman', 'Matthew Modine', 'Juno Temple', 'Ben Mendelsohn', 'Burn Gorman', 'Daniel Sunjata', 'Cillian Murphy', 'Alon Abutbul', 'Liam Neeson', 'Nestor Carbonell', 'Josh Stewart', 'Aidan Gillen', 'Tom Conti', 'Joey King', 'Josh Pence', 'John Nolan', 'Warren Brown', 'Sam Kennard', 'Aliash Tepina', 'Nick Julian', 'Miranda Nolan', 'Claire Julien', 'Brett Cullen', 'Reggie Lee', 'Joseph Lyle Taylor', 'Chris Ellis', 'Duane Henry', 'James Harvey Ward', 'Gonzalo Menendez', 'Cameron Jack', 'Lex Daniel', 'Tyler Dean Flores', 'Thomas Lennon', 'Trevor White', 'Rob Brown', 'Daina Griffith', 'Fredric Lehne', 'Courtney Munch', 'Chris Hill', 'Travis Guba', 'Jay Benedict', 'Will Estes', 'David Dayan Fisher', 'Glen Powell', 'Ben Cornish', 'Russ Fega', 'Andres Perez-Molina', 'Brent Briscoe', 'Oliver Cotton', 'Mark Killeen', 'Sarah Goldberg', 'John Macmillan', 'Robert Wisdom', 'Ronnie Gene Blevins', 'John Hollingworth', 'Ian Bohen', 'Uri Gavriel', 'Noel Gugliemi', 'Hector Atreyu Ruiz', 'Patrick Cox', 'Aramis Knight', 'William Devane', 'David Gyasi', 'Patrick Jordan', 'Joshua Elijah Reese', 'Desmond Harrington', 'Mychael Bates', 'Tomas Arana', 'Peter Holden', 'David Monahan', 'Jillian Armenante', 'Aja Evans', 'Aldous Davidson', 'Wade Williams', 'Jake Canuso', 'Julie Mun', 'Rory Nolan', 'Harry Coles', 'Massi Furlan', 'Todd Gearhart', 'Christopher Judge', 'Patrick Leahy', 'Kevin Kiely Jnr', 'Daniel Newman', 'Marc Abbink', 'Isiah Adams', 'Charlie Alejandro', 'Robert Arensen', 'Grant Babbitt', 'Fileena Bahris', 'Rick Bolander', 'Kyle Patrick Brennan', 'Scott Churchson', 'Bill Cowher', 'Graham Curry', 'Aaron Eckhart', 'Stephanie Domini', 'John Farrer', 'Frank Fata', 'Christopher Bryan Gomez', 'Vito Grassi', 'Michael Wren Gucciardo', 'Ed Heavey', 'John W. Iwanonkiw', 'Cindy Jackson', 'Daniel Jordano', 'Tiffany Kemp', 'Sun Jae Kim', 'Hrvoje Klecz', 'Alex Kruz', 'Tyler La Marr', 'LeJon Stewart', 'Paul Jude Letersky', 'Joe Lipari', 'Silvia Lombardo', 'Jorge Mardel', 'Cale McConnell', 'David Dale McCue', 'Michael Papajohn', 'Salomon Passariello', 'Allen Merritt', 'Olan Montgomery', 'Alex Moore', 'Shane Nolan', 'Kyle David Pierce', 'Troy Polamalu', 'Michael Power', 'James Rawlings', 'Kirsten Roeters', 'Ben Roethlisberger', 'Mark Roman', 'Eric Salazar', 'Emily Schooley', 'Thomas Tull', 'Chris Vaina', 'Barbara Vincent', 'Justin Michael Woods', 'Jason Yee', 'John Zion', 'Alex Ziwak', 'Tommy Bayiokos', 'Jeff Moffitt', 'Diogo Hausen', 'Gary Sievers', 'Orion McCabe', 'London May', 'James Quinn', 'Joe Fishel', 'Ming Wang', 'Simon Rhee', 'Hines Ward', 'Heath Miller', 'Collin Taylor', 'Antonio Piluso']","['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-dark-knight-rises/
Batman Begins,2005,Christopher Nolan,"['Crime', 'Action', 'Drama']",4,3.79,140,"['UK', 'USA']",English,"['English', 'Urdu', 'Chinese']",1591342,209867,408953,"['Christian Bale', 'Liam Neeson', 'Katie Holmes', 'Michael Caine', 'Gary Oldman', 'Cillian Murphy', 'Morgan Freeman', 'Tom Wilkinson', 'Mark Boone Junior', 'Linus Roache', 'Ken Watanabe', 'Rutger Hauer', 'Gus Lewis', 'Emma Lockhart', 'Larry Holden', 'Colin McFarlane', 'Christine Adams', 'Vincent Wong', 'Sara Stewart', 'Richard Brake', 'Gerard Murphy', 'Charles Edwards', 'Tim Booth', 'Rade Šerbedžija', 'Risteard Cooper', 'Andrew Pleavin', 'Jo Martin', 'Shane Rimmer', 'Jeremy Theobald', 'Jack Gleeson', 'Jonathan Patrick Foo', 'Spencer Wilding', 'Dave Legeno', 'Khan Bonfils', 'Mark Strange', 'Grant Guirey', 'Rodney Ryan', 'Dean Alexandrou', 'Hayden Nickel', 'Catherine Porter', 'John Nolan', 'Karen David', 'Jonathan D. Ellis', 'Tamer Hassan', 'Tom Wu', 'Ronan Leahy', 'Mark Chiu', 'Turbo Kong', 'Stuart Yung Sai-Kit', 'Chike Chan', 'Tenzin Clive Ball', 'Tenzin Gyurme', 'Jamie Cho', 'David Murray', 'John Kazek', 'Darragh Kelly', 'Patrick Nolan', 'Joseph Rye', 'Kwaku Ankomah', 'Timothy Deenihan', 'Lucy Russell', 'David Bedella', 'Flavia Masetto', 'Emily Steven-Daly', 'Martin McDougall', 'Noah Lee Margetts', 'Joe Hanley', 'Karl Shiels', 'Roger Griffiths', 'Stephen Walters', 'Richard Laing', 'Matt Miller', 'Alexandra Bastedo', 'Soo Hee Ding', 'Conn Horgan', 'Phill Curr', 'John Judd', 'Sarah Wateridge', 'Charlie Kranz', 'Terry McMahon', 'Cedric Young', 'Tom Nolan', 'Leon Delroy Williams', 'Roger Yuan', 'Joe Sargent', 'Mel Taylor', 'Ilyssa Fradin', 'Jeff Christian', 'John Burke', 'Alex Moggridge', 'Earlene Bentley', 'Jay Buozzi', 'Jordan Shaw', 'Omar Mostafa', 'Patrick Pond', 'Poppy Tierney', 'Rory Campbell', 'Fabio Cardascia', 'Mark Rhino Smith', 'Ruben Halse', 'Dominic Burgess', 'Nadia Cameron-Blakey', 'Mark Straker', 'T.J. Ramini', 'Kieran Hurley', 'Emmanuel Idowu', 'Jeff Tanner', 'Joey Ansah', 'Adam Kirley']","['Warner Bros. Pictures', 'DC Comics', 'Syncopy', 'Legendary Pictures', 'Patalex III Productions Limited']",https://letterboxd.com//film/batman-begins/
